MPIFFT_Gflops	MPIFFT_N	MPIFFT_maxErr	MPIFFT_Procs	MPIFFT_time4	MPIFFT_time5	MPIFFT_time6	MPIFFT_time0	MPIFFT_time1	MPIFFT_time2	MPIFFT_time3
18.0745	268435456	2.3666e-15	128	0.213988	0.62136	2.86102e-06	9.53674e-07	0.612006	0.0979328	0.482444
18.527	268435456	2.3666e-15	128	0.157782	0.673225	2.86102e-06	0	0.596016	0.115249	0.471081
18.2178	268435456	2.3666e-15	128	0.125213	0.730913	0	0	0.618691	0.051749	0.529246
18.2354	268435456	2.3666e-15	128	0.243205	0.575994	5.96046e-06	9.53674e-07	0.592874	0.143381	0.439575
18.1597	268435456	2.3666e-15	128	0.221299	0.624914	5.00679e-06	9.53674e-07	0.599232	0.124189	0.452905
18.0847	268435456	2.3666e-15	128	0.219128	0.629446	2.86102e-06	2.86102e-06	0.607529	0.1094	0.473269
17.888	268435456	2.3666e-15	128	0.257989	0.588199	1.90735e-06	9.53674e-07	0.608799	0.121113	0.455475
17.9425	268435456	2.3666e-15	128	0.308853	0.544989	6.19888e-06	1.90735e-06	0.592576	0.128098	0.448471
17.8928	268435456	2.3666e-15	128	0.293021	0.573433	7.86781e-06	3.09944e-06	0.605853	0.131361	0.445591
17.8794	268435456	2.3666e-15	128	0.274248	0.588788	4.05312e-06	9.53674e-07	0.593911	0.129434	0.449487
17.9685	268435456	2.3666e-15	128	0.187519	0.66934	4.05312e-06	9.53674e-07	0.611845	0.0871179	0.497319
17.3743	268435456	2.3666e-15	128	0.28309	0.604773	3.09944e-06	0	0.625585	0.10997	0.473127
17.4461	268435456	2.3666e-15	128	0.321263	0.585582	3.09944e-06	9.53674e-07	0.622569	0.126879	0.450273
17.8201	268435456	2.3666e-15	128	0.28733	0.606068	4.05312e-06	3.09944e-06	0.586582	0.128451	0.449043
18.5493	268435456	2.3666e-15	128	0.178402	0.642946	2.14577e-06	3.09944e-06	0.613428	0.113421	0.461157
18.0097	268435456	2.3666e-15	128	0.17908	0.708115	9.53674e-07	9.53674e-07	0.607247	0.116175	0.458068
18.397	268435456	2.3666e-15	128	0.202305	0.617175	2.86102e-06	1.19209e-06	0.600859	0.113134	0.460749
18.36	268435456	2.3666e-15	128	0.128272	0.701038	1.90735e-06	0	0.620079	0.0540469	0.52159
18.0126	268435456	2.3666e-15	128	0.270064	0.605897	1.90735e-06	9.53674e-07	0.60632	0.118322	0.460265
17.8418	268435456	2.3666e-15	128	0.239867	0.622022	3.09944e-06	2.86102e-06	0.608963	0.120088	0.460408
18.1505	268435456	2.3666e-15	128	0.232464	0.617678	2.14577e-06	1.90735e-06	0.604248	0.129096	0.448563
18.1659	268435456	2.3666e-15	128	0.176409	0.664965	1.90735e-06	9.53674e-07	0.613982	0.122306	0.461156
17.8387	268435456	2.3666e-15	128	0.263328	0.606387	2.14577e-06	9.53674e-07	0.607412	0.126646	0.449864
18.0012	268435456	2.3666e-15	128	0.233964	0.624295	2.14577e-06	5.96046e-06	0.600921	0.12789	0.447828
17.1718	268435456	2.3666e-15	128	0.331175	0.640554	9.53674e-07	9.53674e-07	0.607984	0.132003	0.453548
17.9624	268435456	2.3666e-15	128	0.288997	0.576287	2.86102e-06	3.09944e-06	0.595651	0.12005	0.45557
